id_venta,id_cliente,fecha,nombre_cliente,email,medio_pago
6213,318,2024-01-01 13:08:00,Sr(a). Ignacio Romero,sr(a)..romero96@hotmail.com,efectivo
6214,10,2024-01-01 13:13:00,Juana Milagros Ferreyra,jferreyra@outlook.com,transferencia
6215,7,2024-01-01 13:33:00,Luna Guillermina Ruiz Peralta,luna_peralta@gmail.com,qr
6216,382,2024-01-01 13:49:00,Juana Agostina Benitez Fernandez,jfernandez@outlook.com,efectivo
6217,91,2024-01-01 13:49:00,Martina Jazmin Molina,martina_molina@hotmail.com,efectivo
6218,385,2024-01-01 13:54:00,Bautista Agostina Perez,bperez@outlook.com,tarjeta
6219,354,2024-01-01 13:55:00,Thiago Benjamin Bautista Benjamin Cardozo Herrera,thiagoherrera@yahoo.com,tarjeta
6220,341,2024-01-01 14:01:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,qr
6221,317,2024-01-01 14:15:00,Alma Valentina Garcia Moreno,almamoreno@yahoo.com,efectivo
6222,269,2024-01-01 14:30:00,Sofia Belen Federico Maldonado Gonzalez,sgonzalez@yahoo.com,qr
6223,464,2024-01-01 14:33:00,Bautista Benjamin Medina,bautista.medina49@gmail.com,efectivo
6224,279,2024-01-01 14:42:00,Ana Paula Ignacio Ramos Moreno,ana_moreno@gmail.com,qr
6225,428,2024-01-01 14:59:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
6226,220,2024-01-01 17:03:00,Sr(a). Juan Gabriel Guzman,sr(a).guzman@gmail.com,tarjeta
6227,553,2024-01-01 17:05:00,Dr(a). Matilda Lopez,dr(a)..lopez83@outlook.com,transferencia
6228,3,2024-01-01 17:41:00,Mora Ponce,mora.ponce@hotmail.com,tarjeta
6229,495,2024-01-01 17:43:00,Santino Alvarez Sanchez,ssanchez@yahoo.com,tarjeta
6230,538,2024-01-01 18:00:00,Renata Ruiz Perez,renata.perez26@gmail.com,transferencia
6231,555,2024-01-01 18:00:00,Lorenzo Gomez,lgomez@hotmail.com,efectivo
6232,465,2024-01-01 18:16:00,Emilia Herrera,emilia.herrera@hotmail.com,qr
6233,478,2024-01-01 18:29:00,Dr(a). Valentin Villalba,dr(a)._villalba@yahoo.com,efectivo
6234,122,2024-01-01 18:34:00,Vicente Sara Cabrera Diaz,vicente.diaz@gmail.com,efectivo
6235,280,2024-01-01 18:40:00,Sr(a). Sara Fernandez,sr(a).fernandez@hotmail.com,qr
6236,250,2024-01-01 18:48:00,Maximiliano Alvarez Ruiz,maximiliano.ruiz@yahoo.com,tarjeta
6237,269,2024-01-01 18:49:00,Sofia Belen Federico Maldonado Gonzalez,sgonzalez@yahoo.com,transferencia
6238,354,2024-01-01 19:01:00,Thiago Benjamin Bautista Benjamin Cardozo Herrera,thiagoherrera@yahoo.com,tarjeta
6239,519,2024-01-01 19:05:00,Thiago Agustin Maia Romero Morales,tmorales@yahoo.com,qr
6240,369,2024-01-01 19:10:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,efectivo
6241,328,2024-01-01 19:27:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
6242,325,2024-01-01 19:28:00,Constantino Figueroa,constantino.figueroa29@outlook.com,tarjeta
6243,296,2024-01-01 19:39:00,Bautista Juan Martin Rojas,bautista.rojas@outlook.com,efectivo
6244,2,2024-01-01 19:42:00,Julian Manuel Maldonado Godoy,julian.godoy@gmail.com,transferencia
6245,547,2024-01-01 19:44:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
6246,354,2024-01-01 19:46:00,Thiago Benjamin Bautista Benjamin Cardozo Herrera,thiagoherrera@yahoo.com,tarjeta
6247,2,2024-01-01 19:47:00,Julian Manuel Maldonado Godoy,julian.godoy@gmail.com,qr
6248,304,2024-01-01 19:57:00,Valentina  Bautista Benjamin Perez,valentina_perez@gmail.com,efectivo
6249,421,2024-01-01 20:00:00,Alma Romero Aguero,alma_aguero@hotmail.com,tarjeta
6250,82,2024-01-01 20:00:00,Uma  Dylan Herrera Suarez,uma.suarez@outlook.com,efectivo
6251,230,2024-01-01 20:21:00,Bautista Benjamin Gonzalo Gonzalez Vargas,bautista_vargas@yahoo.com,transferencia
6252,354,2024-01-01 20:41:00,Thiago Benjamin Bautista Benjamin Cardozo Herrera,thiagoherrera@yahoo.com,tarjeta
6253,533,2024-01-01 20:45:00,Dr(a). Juana Fernandez,dfernandez@hotmail.com,tarjeta
6254,332,2024-01-01 21:31:00,Sr(a). Santino Benjamin Bustos,sr(a)._bustos@gmail.com,qr
6255,139,2024-01-02 08:33:00,Ian Ezequiel Castillo,iancastillo@yahoo.com,tarjeta
6256,35,2024-01-02 10:01:00,Máximo Sebastian Escobar,maximoescobar@hotmail.com,tarjeta
6257,122,2024-01-02 10:06:00,Vicente Sara Cabrera Diaz,vicente.diaz@gmail.com,qr
6258,215,2024-01-02 10:14:00,Benjamin Pedro Romero,benjamin.romero85@outlook.com,tarjeta
6259,328,2024-01-02 10:20:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
6260,548,2024-01-02 11:30:00,Juan Cruz Cabrera,juancabrera@yahoo.com,efectivo
6261,369,2024-01-02 11:33:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,transferencia
6262,325,2024-01-02 12:03:00,Constantino Figueroa,constantino.figueroa29@outlook.com,tarjeta
6263,510,2024-01-02 12:19:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
6264,41,2024-01-02 12:19:00,Joaquin Benjamin Rodriguez,jrodriguez@hotmail.com,qr
6265,261,2024-01-02 12:20:00,Dr(a). Sofia Rios,dr(a)._rios@gmail.com,qr
6266,304,2024-01-02 12:21:00,Valentina  Bautista Benjamin Perez,valentina_perez@gmail.com,efectivo
6267,299,2024-01-02 15:38:00,Martina Lucio Fernandez,mfernandez@yahoo.com,qr
6268,3,2024-01-02 17:02:00,Mora Ponce,mora.ponce@hotmail.com,tarjeta
6269,302,2024-01-02 17:14:00,Sr(a). Juan Cruz Coronel,sr(a)..coronel57@hotmail.com,qr
6270,328,2024-01-02 17:16:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,qr
6271,83,2024-01-02 18:00:00,Luciana Ponce Garcia,lgarcia@outlook.com,tarjeta
6272,102,2024-01-02 18:21:00,Bautista Gomez,bgomez@yahoo.com,qr
6273,30,2024-01-02 18:38:00,Francisco Maidana Ramirez,francisco.ramirez@outlook.com,tarjeta
6274,122,2024-01-02 19:07:00,Vicente Sara Cabrera Diaz,vicente.diaz@gmail.com,tarjeta
6275,222,2024-01-02 19:26:00,Victoria Gonzalez,vgonzalez@outlook.com,transferencia
6276,341,2024-01-02 19:30:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,qr
6277,341,2024-01-02 19:36:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,qr
6278,547,2024-01-02 20:11:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
6279,422,2024-01-02 20:55:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,transferencia
6280,422,2024-01-03 08:24:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,tarjeta
6281,3,2024-01-03 09:39:00,Mora Ponce,mora.ponce@hotmail.com,transferencia
6282,101,2024-01-03 09:39:00,Emanuel Alejo Ramirez,emanuel.ramirez@gmail.com,tarjeta
6283,510,2024-01-03 11:22:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
6284,352,2024-01-03 12:12:00,Isabella Ciro Benitez,ibenitez@outlook.com,efectivo
6285,316,2024-01-03 12:14:00,Lucía Sofia Rojas Diaz,ldiaz@hotmail.com,transferencia
6286,463,2024-01-03 12:28:00,Felipe Sanchez,felipe.sanchez18@outlook.com,efectivo
6287,108,2024-01-03 12:42:00,Santino Matias Flores,santino_flores@hotmail.com,transferencia
6288,55,2024-01-03 12:48:00,Santino Agustin Lopez Rivero,santinorivero@gmail.com,efectivo
6289,202,2024-01-03 12:59:00,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,qr
6290,230,2024-01-03 14:16:00,Bautista Benjamin Gonzalo Gonzalez Vargas,bautista_vargas@yahoo.com,transferencia
6291,548,2024-01-03 14:37:00,Juan Cruz Cabrera,juancabrera@yahoo.com,tarjeta
6292,517,2024-01-03 14:44:00,Jeremias Santino Torres Farias,jeremias.farias@hotmail.com,tarjeta
6293,385,2024-01-03 14:51:00,Bautista Agostina Perez,bperez@outlook.com,qr
6294,269,2024-01-03 14:53:00,Sofia Belen Federico Maldonado Gonzalez,sgonzalez@yahoo.com,qr
6295,26,2024-01-03 15:16:00,Dr(a). Sofía Pereyra,dr(a)._pereyra@gmail.com,efectivo
6296,102,2024-01-03 17:51:00,Bautista Gomez,bgomez@yahoo.com,transferencia
6297,101,2024-01-03 17:57:00,Emanuel Alejo Ramirez,emanuel.ramirez@gmail.com,tarjeta
6298,102,2024-01-03 17:57:00,Bautista Gomez,bgomez@yahoo.com,transferencia
6299,547,2024-01-03 18:44:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
6300,428,2024-01-03 20:24:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
6301,367,2024-01-04 07:00:00,Bianca Silva Rodriguez,bianca.rodriguez@outlook.com,efectivo
6302,328,2024-01-04 10:14:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
6303,463,2024-01-04 12:21:00,Felipe Sanchez,felipe.sanchez18@outlook.com,efectivo
6304,246,2024-01-04 12:32:00,Mia Soto Lopez,mialopez@yahoo.com,tarjeta
6305,220,2024-01-04 12:39:00,Sr(a). Juan Gabriel Guzman,sr(a).guzman@gmail.com,qr
6306,365,2024-01-04 12:44:00,Emma Gutierrez,egutierrez@outlook.com,efectivo
6307,84,2024-01-04 12:53:00,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,qr
6308,250,2024-01-04 13:47:00,Maximiliano Alvarez Ruiz,maximiliano.ruiz@yahoo.com,efectivo
6309,385,2024-01-04 14:00:00,Bautista Agostina Perez,bperez@outlook.com,qr
6310,26,2024-01-04 14:24:00,Dr(a). Sofía Pereyra,dr(a)._pereyra@gmail.com,efectivo
6311,463,2024-01-04 14:56:00,Felipe Sanchez,felipe.sanchez18@outlook.com,qr
6312,422,2024-01-04 16:51:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,qr
6313,167,2024-01-04 18:00:00,Sr(a). Sofía Benitez,sbenitez@hotmail.com,efectivo
6314,102,2024-01-04 18:01:00,Bautista Gomez,bgomez@yahoo.com,transferencia
6315,463,2024-01-04 18:04:00,Felipe Sanchez,felipe.sanchez18@outlook.com,tarjeta
6316,531,2024-01-04 18:28:00,Sofia Constanza Gimenez Mendoza,smendoza@gmail.com,tarjeta
6317,246,2024-01-04 18:33:00,Mia Soto Lopez,mialopez@yahoo.com,tarjeta
6318,51,2024-01-04 18:55:00,Felipe Julian Dominguez Nuñez,felipe_nunez@yahoo.com,efectivo
6319,87,2024-01-04 19:00:00,Sr(a). Uma Correa,sr(a)..correa6@gmail.com,tarjeta
6320,499,2024-01-04 19:52:00,Dr(a). Isabella Romero,dr(a).romero@hotmail.com,efectivo
6321,328,2024-01-04 19:56:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,qr
6322,84,2024-01-04 21:21:00,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,transferencia
6323,474,2024-01-05 08:15:00,Dr(a). Miguel Angel Fernandez,dfernandez@outlook.com,tarjeta
6324,164,2024-01-05 08:40:00,Joaquin Catalina Coronel,joaquincoronel@gmail.com,tarjeta
6325,94,2024-01-05 08:57:00,Pedro Emanuel Martinez,pmartinez@outlook.com,tarjeta
6326,220,2024-01-05 09:09:00,Sr(a). Juan Gabriel Guzman,sr(a).guzman@gmail.com,tarjeta
6327,552,2024-01-05 09:37:00,Candelaria Lopez Lopez,candelaria_lopez@hotmail.com,efectivo
6328,369,2024-01-05 09:52:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,tarjeta
6329,443,2024-01-05 09:56:00,Dr(a). Bautista Soria,dr(a)..soria@hotmail.com,tarjeta
6330,47,2024-01-05 10:04:00,Francesco Miranda,francesco.miranda@yahoo.com,qr
6331,326,2024-01-05 10:08:00,Maria Paz Alma Jazmin Cabrera,mcabrera@outlook.com,efectivo
6332,320,2024-01-05 10:14:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
6333,326,2024-01-05 10:21:00,Maria Paz Alma Jazmin Cabrera,mcabrera@outlook.com,efectivo
6334,3,2024-01-05 10:22:00,Mora Ponce,mora.ponce@hotmail.com,qr
6335,117,2024-01-05 10:41:00,Sr(a). Juana Molina,smolina@gmail.com,efectivo
6336,320,2024-01-05 10:42:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
6337,26,2024-01-05 10:45:00,Dr(a). Sofía Pereyra,dr(a)._pereyra@gmail.com,tarjeta
6338,100,2024-01-05 11:03:00,Sofia Villalba Martinez,sofiamartinez@yahoo.com,tarjeta
6339,173,2024-01-05 11:19:00,Sr(a). Juan Pablo Ruiz,sruiz@gmail.com,qr
6340,77,2024-01-05 11:23:00,Dr(a). Clara Sanchez,dr(a).sanchez@hotmail.com,tarjeta
6341,209,2024-01-05 12:31:00,Juan Cruz Thiago Nahuel Paez,juanpaez@yahoo.com,efectivo
6342,326,2024-01-05 13:00:00,Maria Paz Alma Jazmin Cabrera,mcabrera@outlook.com,efectivo
6343,145,2024-01-05 13:20:00,Joaquina Rodriguez Gimenez,jgimenez@outlook.com,qr
6344,417,2024-01-05 13:21:00,Ludmila Gomez,ludmilagomez@outlook.com,efectivo
6345,243,2024-01-05 13:22:00,Thiago Lionel Lopez,thiagolopez@outlook.com,efectivo
6346,428,2024-01-05 13:52:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
6347,365,2024-01-05 14:22:00,Emma Gutierrez,egutierrez@outlook.com,efectivo
6348,91,2024-01-05 14:30:00,Martina Jazmin Molina,martina_molina@hotmail.com,efectivo
6349,531,2024-01-05 16:44:00,Sofia Constanza Gimenez Mendoza,smendoza@gmail.com,efectivo
6350,234,2024-01-05 17:00:00,Victoria Clara Coronel,victoria.coronel20@gmail.com,qr
6351,328,2024-01-05 17:23:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
6352,155,2024-01-05 17:42:00,Mia Valentina Ledesma,mia.ledesma61@yahoo.com,tarjeta
6353,362,2024-01-05 17:57:00,Valentino Cabrera,valentino.cabrera47@outlook.com,qr
6354,320,2024-01-05 17:58:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
6355,326,2024-01-05 18:01:00,Maria Paz Alma Jazmin Cabrera,mcabrera@outlook.com,efectivo
6356,282,2024-01-05 18:03:00,Abril Dominguez Godoy,abril.godoy@yahoo.com,efectivo
6357,93,2024-01-05 18:25:00,Enzo Tomàs Peralta,enzo_peralta@outlook.com,tarjeta
6358,465,2024-01-05 18:28:00,Emilia Herrera,emilia.herrera@hotmail.com,qr
6359,443,2024-01-05 18:30:00,Dr(a). Bautista Soria,dr(a)..soria@hotmail.com,tarjeta
6360,521,2024-01-05 18:33:00,Benicio Rodriguez,benicio.rodriguez@gmail.com,qr
6361,385,2024-01-05 18:34:00,Bautista Agostina Perez,bperez@outlook.com,efectivo
6362,409,2024-01-05 18:38:00,Mateo Coronel,mcoronel@yahoo.com,tarjeta
6363,152,2024-01-05 18:41:00,Jazmin Gonzalez,jgonzalez@hotmail.com,qr
6364,209,2024-01-05 18:41:00,Juan Cruz Thiago Nahuel Paez,juanpaez@yahoo.com,qr
6365,36,2024-01-05 18:46:00,Josefina Camila Fernandez Molina,josefina_molina@yahoo.com,qr
6366,374,2024-01-05 18:54:00,Dr(a). Constantino Molina,dr(a).molina@outlook.com,tarjeta
6367,417,2024-01-05 19:04:00,Ludmila Gomez,ludmilagomez@outlook.com,tarjeta
6368,282,2024-01-05 19:05:00,Abril Dominguez Godoy,abril.godoy@yahoo.com,efectivo
6369,83,2024-01-05 19:07:00,Luciana Ponce Garcia,lgarcia@outlook.com,tarjeta
6370,297,2024-01-05 19:21:00,Lucas Guadalupe Ferreyra Muñoz,lmunoz@yahoo.com,tarjeta
6371,418,2024-01-05 19:26:00,Lucía Emma Gonzalez Romero,luciaromero@yahoo.com,qr
6372,374,2024-01-05 19:30:00,Dr(a). Constantino Molina,dr(a).molina@outlook.com,tarjeta
6373,424,2024-01-05 19:35:00,Bautista Giuliana Toledo,bautistatoledo@outlook.com,tarjeta
6374,560,2024-01-05 19:36:00,Emma Valdez,emma.valdez57@outlook.com,tarjeta
6375,94,2024-01-05 19:37:00,Pedro Emanuel Martinez,pmartinez@outlook.com,tarjeta
6376,202,2024-01-05 19:42:00,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,efectivo
6377,369,2024-01-05 19:51:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,efectivo
6378,335,2024-01-05 19:52:00,Emma Juan Manuel Maldonado Sanchez,emmasanchez@outlook.com,tarjeta
6379,417,2024-01-05 19:52:00,Ludmila Gomez,ludmilagomez@outlook.com,tarjeta
6380,320,2024-01-05 19:57:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
6381,418,2024-01-05 19:59:00,Lucía Emma Gonzalez Romero,luciaromero@yahoo.com,transferencia
6382,320,2024-01-05 20:01:00,Helena Juarez,helena_juarez@yahoo.com,tarjeta
6383,428,2024-01-05 20:07:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
6384,176,2024-01-05 20:21:00,Emilia Antonella Perez Sanchez,emilia_sanchez@yahoo.com,tarjeta
6385,19,2024-01-05 20:23:00,Sr(a). Agustin Ojeda,sr(a)..ojeda51@hotmail.com,tarjeta
6386,487,2024-01-05 21:00:00,Valentina Jazmin Sofia Lucero,valentina_lucero@gmail.com,tarjeta
6387,139,2024-01-05 22:02:00,Ian Ezequiel Castillo,iancastillo@yahoo.com,tarjeta
6388,302,2024-01-05 22:18:00,Sr(a). Juan Cruz Coronel,sr(a)..coronel57@hotmail.com,tarjeta
6389,501,2024-01-06 09:04:00,Benjamin Sanchez Dominguez,benjamin.dominguez@gmail.com,tarjeta
6390,67,2024-01-06 10:19:00,Dr(a). Julieta Diaz,ddiaz@hotmail.com,tarjeta
6391,155,2024-01-06 10:57:00,Mia Valentina Ledesma,mia.ledesma61@yahoo.com,tarjeta
6392,154,2024-01-06 11:03:00,Martina Valentino Gomez Caceres,martina.caceres97@gmail.com,tarjeta
6393,504,2024-01-06 11:13:00,Alma Jazmin Paz Martinez,amartinez@yahoo.com,transferencia
6394,335,2024-01-06 11:58:00,Emma Juan Manuel Maldonado Sanchez,emmasanchez@outlook.com,tarjeta
6395,202,2024-01-06 12:05:00,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,tarjeta
6396,282,2024-01-06 12:06:00,Abril Dominguez Godoy,abril.godoy@yahoo.com,efectivo
6397,164,2024-01-06 12:21:00,Joaquin Catalina Coronel,joaquincoronel@gmail.com,transferencia
6398,78,2024-01-06 12:24:00,Sofia Lautaro Cabrera Sanchez,sofia_sanchez@yahoo.com,qr
6399,115,2024-01-06 13:48:00,Catalina Santino Lopez,catalina.lopez56@gmail.com,efectivo
6400,422,2024-01-06 16:07:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,transferencia
6401,555,2024-01-06 17:01:00,Lorenzo Gomez,lgomez@hotmail.com,tarjeta
6402,548,2024-01-06 17:06:00,Juan Cruz Cabrera,juancabrera@yahoo.com,efectivo
6403,328,2024-01-06 17:16:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
6404,510,2024-01-06 17:19:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,qr
6405,328,2024-01-06 17:21:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
6406,154,2024-01-06 18:27:00,Martina Valentino Gomez Caceres,martina.caceres97@gmail.com,qr
6407,38,2024-01-06 19:10:00,Candela Flores Fernandez,candelafernandez@hotmail.com,efectivo
6408,418,2024-01-06 19:57:00,Lucía Emma Gonzalez Romero,luciaromero@yahoo.com,qr
6409,548,2024-01-06 20:11:00,Juan Cruz Cabrera,juancabrera@yahoo.com,qr
6410,41,2024-01-06 22:42:00,Joaquin Benjamin Rodriguez,jrodriguez@hotmail.com,qr
6411,120,2024-01-06 23:00:00,Micaela Thiago Nahuel Franco,micaela.franco28@outlook.com,efectivo
6412,326,2024-01-07 11:00:00,Maria Paz Alma Jazmin Cabrera,mcabrera@outlook.com,efectivo
6413,320,2024-01-07 11:51:00,Helena Juarez,helena_juarez@yahoo.com,tarjeta
6414,348,2024-01-07 12:05:00,Santino Benjamin Ludmila Gutierrez,santino_gutierrez@gmail.com,efectivo
6415,101,2024-01-07 12:49:00,Emanuel Alejo Ramirez,emanuel.ramirez@gmail.com,tarjeta
6416,164,2024-01-07 13:02:00,Joaquin Catalina Coronel,joaquincoronel@gmail.com,efectivo
6417,552,2024-01-07 14:09:00,Candelaria Lopez Lopez,candelaria_lopez@hotmail.com,efectivo
6418,302,2024-01-07 14:34:00,Sr(a). Juan Cruz Coronel,sr(a)..coronel57@hotmail.com,qr
6419,9,2024-01-07 18:57:00,Lorenzo Martinez Villalba,lorenzo.villalba@yahoo.com,qr
6420,540,2024-01-07 20:14:00,Dr(a). Ignacio Ponce,dponce@hotmail.com,qr
6421,422,2024-01-08 08:17:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,qr
6422,332,2024-01-08 08:18:00,Sr(a). Santino Benjamin Bustos,sr(a)._bustos@gmail.com,qr
6423,563,2024-01-08 09:09:00,Thiago Lopez Ferreyra,thiago_ferreyra@yahoo.com,efectivo
6424,422,2024-01-08 10:45:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,qr
6425,563,2024-01-08 11:06:00,Thiago Lopez Ferreyra,thiago_ferreyra@yahoo.com,tarjeta
6426,463,2024-01-08 12:01:00,Felipe Sanchez,felipe.sanchez18@outlook.com,qr
6427,465,2024-01-08 12:08:00,Emilia Herrera,emilia.herrera@hotmail.com,transferencia
6428,264,2024-01-08 12:16:00,Nahiara Jazmin Sanchez,nahiara.sanchez@outlook.com,qr
6429,102,2024-01-08 12:17:00,Bautista Gomez,bgomez@yahoo.com,qr
6430,325,2024-01-08 12:18:00,Constantino Figueroa,constantino.figueroa29@outlook.com,tarjeta
6431,443,2024-01-08 12:27:00,Dr(a). Bautista Soria,dr(a)..soria@hotmail.com,tarjeta
6432,463,2024-01-08 12:34:00,Felipe Sanchez,felipe.sanchez18@outlook.com,transferencia
6433,317,2024-01-08 12:37:00,Alma Valentina Garcia Moreno,almamoreno@yahoo.com,efectivo
6434,567,2024-01-08 12:41:00,Felipe Valentina Paz,felipe.paz@gmail.com,tarjeta
6435,86,2024-01-08 12:44:00,Sofia Delfina Carrizo Acosta,sofia.acosta@yahoo.com,qr
6436,428,2024-01-08 12:56:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
6437,325,2024-01-08 13:03:00,Constantino Figueroa,constantino.figueroa29@outlook.com,tarjeta
6438,385,2024-01-08 13:04:00,Bautista Agostina Perez,bperez@outlook.com,qr
6439,223,2024-01-08 13:07:00,Sr(a). Mia Morena Gomez,sr(a)._gomez@outlook.com,tarjeta
6440,91,2024-01-08 13:16:00,Martina Jazmin Molina,martina_molina@hotmail.com,tarjeta
6441,215,2024-01-08 13:32:00,Benjamin Pedro Romero,benjamin.romero85@outlook.com,tarjeta
6442,547,2024-01-08 13:38:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,tarjeta
6443,53,2024-01-08 13:42:00,Ignacio Martinez Rodriguez,ignacio.rodriguez@gmail.com,tarjeta
6444,164,2024-01-08 13:51:00,Joaquin Catalina Coronel,joaquincoronel@gmail.com,tarjeta
6445,7,2024-01-08 13:54:00,Luna Guillermina Ruiz Peralta,luna_peralta@gmail.com,qr
6446,269,2024-01-08 14:12:00,Sofia Belen Federico Maldonado Gonzalez,sgonzalez@yahoo.com,transferencia
6447,279,2024-01-08 14:13:00,Ana Paula Ignacio Ramos Moreno,ana_moreno@gmail.com,qr
6448,478,2024-01-08 14:20:00,Dr(a). Valentin Villalba,dr(a)._villalba@yahoo.com,efectivo
6449,477,2024-01-08 14:26:00,Carmela Priscila Martinez Roldan,croldan@hotmail.com,tarjeta
6450,385,2024-01-08 14:33:00,Bautista Agostina Perez,bperez@outlook.com,efectivo
6451,325,2024-01-08 14:36:00,Constantino Figueroa,constantino.figueroa29@outlook.com,qr
6452,145,2024-01-08 14:56:00,Joaquina Rodriguez Gimenez,jgimenez@outlook.com,qr
6453,341,2024-01-08 14:59:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,tarjeta
6454,9,2024-01-08 15:54:00,Lorenzo Martinez Villalba,lorenzo.villalba@yahoo.com,qr
6455,350,2024-01-08 17:02:00,Dr(a). Francesca Fernandez,dr(a)..fernandez64@outlook.com,tarjeta
6456,457,2024-01-08 17:03:00,Dr(a). Valentin Correa,dr(a)..correa@yahoo.com,tarjeta
6457,510,2024-01-08 17:12:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
6458,207,2024-01-08 17:42:00,Tomàs Julia Romero,tomàsromero@hotmail.com,tarjeta
6459,499,2024-01-08 18:07:00,Dr(a). Isabella Romero,dr(a).romero@hotmail.com,efectivo
6460,463,2024-01-08 18:12:00,Felipe Sanchez,felipe.sanchez18@outlook.com,tarjeta
6461,55,2024-01-08 18:49:00,Santino Agustin Lopez Rivero,santinorivero@gmail.com,tarjeta
6462,533,2024-01-08 19:05:00,Dr(a). Juana Fernandez,dfernandez@hotmail.com,tarjeta
6463,38,2024-01-08 19:05:00,Candela Flores Fernandez,candelafernandez@hotmail.com,tarjeta
6464,59,2024-01-08 19:06:00,Ignacio Rodriguez,ignacio_rodriguez@hotmail.com,tarjeta
6465,51,2024-01-08 19:08:00,Felipe Julian Dominguez Nuñez,felipe_nunez@yahoo.com,efectivo
6466,547,2024-01-08 19:12:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
6467,264,2024-01-08 19:26:00,Nahiara Jazmin Sanchez,nahiara.sanchez@outlook.com,transferencia
6468,421,2024-01-08 19:32:00,Alma Romero Aguero,alma_aguero@hotmail.com,tarjeta
6469,3,2024-01-08 19:43:00,Mora Ponce,mora.ponce@hotmail.com,qr
6470,487,2024-01-08 19:48:00,Valentina Jazmin Sofia Lucero,valentina_lucero@gmail.com,tarjeta
6471,318,2024-01-08 20:03:00,Sr(a). Ignacio Romero,sr(a)..romero96@hotmail.com,efectivo
6472,52,2024-01-08 20:17:00,Julieta Micaela Hernandez,jhernandez@yahoo.com,efectivo
6473,482,2024-01-08 20:24:00,Sr(a). Valentina  Ortiz,sortiz@hotmail.com,tarjeta
6474,235,2024-01-08 20:40:00,Joaquin Santiago Ferreyra Gomez,joaquin.gomez@outlook.com,efectivo
6475,539,2024-01-08 20:58:00,Luana Benicio Paz,luana_paz@yahoo.com,tarjeta
6476,84,2024-01-08 21:59:00,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,qr
6477,379,2024-01-09 08:18:00,Manuel Fernandez Perez,manuel_perez@hotmail.com,efectivo
6478,411,2024-01-09 10:16:00,Sofia Belen Vera Perez,sofia_perez@gmail.com,efectivo
6479,510,2024-01-09 11:23:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
